Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Sávio,br BRA,MF,Manchester City,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,fe6e7156,9.3,1,20,11,55.0,2.150537634408602,1.19,0.05,0.09,0,0,fe6e7156,9.3,,,,,,,,,,,,,,,1,,,,,,fe6e7156,9.3,,,,,,,,,,,,,,,,,,,,,fe6e7156,9.3,,5,,,,,,,,,,,5,,,,fe6e7156,Sávio__Manchester City,0.1075268817204301,0.1075268817204301,0.5376344086021505,0.5376344086021505,1.075268817204301,MF,
Nicolò Savona,it ITA,DF,Nottingham,22,2003,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,e041497d,11.4,2,5,3,60.0,0.43859649122807015,0.26,0.4,0.67,0,0,e041497d,11.4,,,,,,,,,,,,,,,0,,,,,,e041497d,11.4,,,,,,,,,,,,,,,,,,,,,e041497d,11.4,,12,,,,,,,,,,,5,,,,e041497d,Nicolò Savona__Nottingham,0.17543859649122806,0.0,1.0526315789473684,0.43859649122807015,1.4912280701754386,DF,
Oliver Scarles,eng ENG,DFMF,West Ham,19,2005,13,9,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,242e5e6d,7.3,0,3,0,0.0,0.4109589041095891,0.0,0.0,0.0,0,0,242e5e6d,7.3,,,,,,,,,,,,,,,0,,,,,,242e5e6d,7.3,,,,,,,,,,,,,,,,,,,,,242e5e6d,7.3,,19,,,,,,,,,,,13,,,,242e5e6d,Oliver Scarles__West Ham,0.0,0.0,2.6027397260273974,1.7808219178082192,4.383561643835616,DF,MF
Kevin Schade,de GER,MFFW,Brentford,23,2001,35,32,2745,30.5,8,3,11,8,0,1,6,1,0.26,0.1,0.36,0.26,0.36,52afb588,30.5,8,57,24,42.1,1.8688524590163935,0.79,0.14,0.33,0,1,52afb588,30.5,,,,,,,,,,,,,,,3,,,,,,52afb588,30.5,,,,,,,,,,,,,,,,,,,,,52afb588,30.5,,27,,,,,,,,,,,19,,,,52afb588,Kevin Schade__Brentford,0.26229508196721313,0.09836065573770492,0.8852459016393442,0.6229508196721312,1.5081967213114753,MF,FW
Fabian Schär,ch SUI,DF,Newcastle,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c8aa95da,12.1,0,17,4,23.5,1.4049586776859504,0.33,0.0,0.0,0,0,c8aa95da,12.1,,,,,,,,,,,,,,,0,,,,,,c8aa95da,12.1,,,,,,,,,,,,,,,,,,,,,c8aa95da,12.1,,9,,,,,,,,,,,16,,,,c8aa95da,Fabian Schär__Newcastle,0.0,0.0,0.7438016528925621,1.322314049586777,2.066115702479339,DF,
Alex Scott,eng ENG,MF,Bournemouth,21,2003,37,34,2849,31.7,3,1,4,3,0,0,5,0,0.09,0.03,0.13,0.09,0.13,104d0bb8,31.7,3,44,13,29.5,1.38801261829653,0.41,0.07,0.23,0,0,104d0bb8,31.7,,,,,,,,,,,,,,,1,,,,,,104d0bb8,31.7,,,,,,,,,,,,,,,,,,,,,104d0bb8,31.7,,38,,,,,,,,,,,35,,,,104d0bb8,Alex Scott__Bournemouth,0.09463722397476342,0.031545741324921134,1.1987381703470033,1.1041009463722398,2.302839116719243,MF,
Antoine Semenyo,gh GHA,MFFW,Manchester City,25,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.45,0.06,0.52,0.45,0.52,efd2ec23,15.5,7,34,14,41.2,2.193548387096774,0.9,0.21,0.5,0,0,efd2ec23,15.5,,,,,,,,,,,,,,,1,,,,,,efd2ec23,15.5,,,,,,,,,,,,,,,,,,,,,efd2ec23,15.5,,11,,,,,,,,,,,6,,,,efd2ec23,Antoine Semenyo__Manchester City,0.45161290322580644,0.06451612903225806,0.7096774193548387,0.3870967741935484,1.096774193548387,MF,FW
Antoine Semenyo,gh GHA,MF,Bournemouth,25,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6,efd2ec23,20.0,10,49,27,55.1,2.45,1.35,0.2,0.37,1,2,efd2ec23,20.0,,,,,,,,,,,,,,,3,,,,,,efd2ec23,20.0,,,,,,,,,,,,,,,,,,,,,efd2ec23,20.0,,20,,,,,,,,,,,6,,,,efd2ec23,Antoine Semenyo__Bournemouth,0.5,0.15,1.0,0.3,1.3,MF,
Marcos Senesi,ar ARG,DF,Bournemouth,28,1997,37,37,3288,36.5,0,5,5,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14,35141f4c,36.5,0,17,5,29.4,0.4657534246575342,0.14,0.0,0.0,0,0,35141f4c,36.5,,,,,,,,,,,,,,,5,,,,,,35141f4c,36.5,,,,,,,,,,,,,,,,,,,,,35141f4c,36.5,,34,,,,,,,,,,,50,,,,35141f4c,Marcos Senesi__Bournemouth,0.0,0.136986301369863,0.9315068493150684,1.36986301369863,2.3013698630136985,DF,
Benjamin Šeško,si SVN,FW,Manchester Utd,22,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.6,0.05,0.66,0.6,0.66,3260690c,18.3,11,61,34,55.7,3.333333333333333,1.86,0.18,0.32,0,0,3260690c,18.3,,,,,,,,,,,,,,,1,,,,,,3260690c,18.3,,,,,,,,,,,,,,,,,,,,,3260690c,18.3,,3,,,,,,,,,,,3,,,,3260690c,Benjamin Šeško__Manchester Utd,0.6010928961748634,0.0546448087431694,0.16393442622950818,0.16393442622950818,0.32786885245901637,FW,
Ryan Sessegnon,eng ENG,DFMF,Fulham,25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,6aa3e78b,20.3,3,16,4,25.0,0.7881773399014778,0.2,0.19,0.75,0,0,6aa3e78b,20.3,,,,,,,,,,,,,,,1,,,,,,6aa3e78b,20.3,,,,,,,,,,,,,,,,,,,,,6aa3e78b,20.3,,29,,,,,,,,,,,23,,,,6aa3e78b,Ryan Sessegnon__Fulham,0.14778325123152708,0.04926108374384236,1.4285714285714286,1.1330049261083743,2.561576354679803,DF,MF
Luke Shaw,eng ENG,DF,Manchester Utd,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,9c94165b,35.8,1,10,3,30.0,0.2793296089385475,0.08,0.1,0.33,0,0,9c94165b,35.8,,,,,,,,,,,,,,,1,,,,,,9c94165b,35.8,,,,,,,,,,,,,,,,,,,,,9c94165b,35.8,,45,,,,,,,,,,,43,,,,9c94165b,Luke Shaw__Manchester Utd,0.02793296089385475,0.02793296089385475,1.2569832402234637,1.2011173184357542,2.458100558659218,DF,
Bernardo Silva,pt POR,MF,Manchester City,30,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.06,0.13,0.19,0.06,0.19,3eb22ec9,31.9,2,30,7,23.3,0.9404388714733543,0.22,0.07,0.29,0,0,3eb22ec9,31.9,,,,,,,,,,,,,,,4,,,,,,3eb22ec9,31.9,,,,,,,,,,,,,,,,,,,,,3eb22ec9,31.9,,28,,,,,,,,,,,21,,,,3eb22ec9,Bernardo Silva__Manchester City,0.06269592476489029,0.12539184952978058,0.877742946708464,0.658307210031348,1.536050156739812,MF,
Xavi Simons,nl NED,MFFW,Tottenham,22,2003,28,19,1755,19.5,2,5,7,2,0,0,5,1,0.1,0.26,0.36,0.1,0.36,da4d670f,19.5,2,42,10,23.8,2.1538461538461537,0.51,0.05,0.2,0,0,da4d670f,19.5,,,,,,,,,,,,,,,5,,,,,,da4d670f,19.5,,,,,,,,,,,,,,,,,,,,,da4d670f,19.5,,20,,,,,,,,,,,15,,,,da4d670f,Xavi Simons__Tottenham,0.10256410256410256,0.2564102564102564,1.0256410256410255,0.7692307692307693,1.794871794871795,MF,FW
Adam Smith,eng ENG,DF,Bournemouth,34,1991,22,14,1077,12.0,0,2,2,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,20b104bc,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,20b104bc,12.0,,,,,,,,,,,,,,,2,,,,,,20b104bc,12.0,,,,,,,,,,,,,,,,,,,,,20b104bc,12.0,,12,,,,,,,,,,,10,,,,20b104bc,Adam Smith__Bournemouth,0.0,0.16666666666666666,1.0,0.8333333333333334,1.8333333333333333,DF,
Emile Smith Rowe,eng ENG,MF,Fulham,25,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.14,0.0,0.14,0.14,0.14,17695062,21.4,3,36,11,30.6,1.6822429906542058,0.51,0.08,0.27,0,0,17695062,21.4,,,,,,,,,,,,,,,0,,,,,,17695062,21.4,,,,,,,,,,,,,,,,,,,,,17695062,21.4,,22,,,,,,,,,,,22,,,,17695062,Emile Smith Rowe__Fulham,0.14018691588785048,0.0,1.0280373831775702,1.0280373831775702,2.0560747663551404,MF,
Dominic Solanke,eng ENG,FW,Tottenham,27,1997,15,11,1001,11.1,3,0,3,3,0,0,1,0,0.27,0.0,0.27,0.27,0.27,e77dc3b2,11.1,3,20,11,55.0,1.8018018018018018,0.99,0.15,0.27,0,0,e77dc3b2,11.1,,,,,,,,,,,,,,,0,,,,,,e77dc3b2,11.1,,,,,,,,,,,,,,,,,,,,,e77dc3b2,11.1,,16,,,,,,,,,,,3,,,,e77dc3b2,Dominic Solanke__Tottenham,0.2702702702702703,0.0,1.4414414414414416,0.2702702702702703,1.7117117117117118,FW,
Tomáš Souček,cz CZE,MF,West Ham,30,1995,35,24,2200,24.4,5,0,5,5,0,0,3,1,0.2,0.0,0.2,0.2,0.2,6613c819,24.4,5,26,14,53.8,1.0655737704918034,0.57,0.19,0.36,0,0,6613c819,24.4,,,,,,,,,,,,,,,0,,,,,,6613c819,24.4,,,,,,,,,,,,,,,,,,,,,6613c819,24.4,,23,,,,,,,,,,,16,,,,6613c819,Tomáš Souček__West Ham,0.20491803278688525,0.0,0.9426229508196722,0.6557377049180328,1.598360655737705,MF,
Djed Spence,eng ENG,DFMF,Tottenham,24,2000,30,23,2056,22.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,9bc9a519,22.8,0,13,8,61.5,0.5701754385964912,0.35,0.0,0.0,0,0,9bc9a519,22.8,,,,,,,,,,,,,,,0,,,,,,9bc9a519,22.8,,,,,,,,,,,,,,,,,,,,,9bc9a519,22.8,,25,,,,,,,,,,,15,,,,9bc9a519,Djed Spence__Tottenham,0.0,0.0,1.0964912280701753,0.6578947368421052,1.7543859649122806,DF,MF
Anton Stach,de GER,MF,Leeds United,26,1998,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.19,0.11,0.3,0.19,0.3,0f59a7bf,26.3,5,55,14,25.5,2.091254752851711,0.53,0.09,0.36,0,0,0f59a7bf,26.3,,,,,,,,,,,,,,,3,,,,,,0f59a7bf,26.3,,,,,,,,,,,,,,,,,,,,,0f59a7bf,26.3,,35,,,,,,,,,,,19,,,,0f59a7bf,Anton Stach__Leeds United,0.19011406844106463,0.11406844106463879,1.3307984790874525,0.7224334600760456,2.053231939163498,MF,
Jørgen Strand Larsen,no NOR,FW,Wolves,25,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,0.06,0.13,0.0,0.06,f553b2b3,15.6,1,21,7,33.3,1.3461538461538463,0.45,0.05,0.14,1,2,f553b2b3,15.6,,,,,,,,,,,,,,,1,,,,,,f553b2b3,15.6,,,,,,,,,,,,,,,,,,,,,f553b2b3,15.6,,2,,,,,,,,,,,3,,,,f553b2b3,Jørgen Strand Larsen__Wolves,0.06410256410256411,0.06410256410256411,0.12820512820512822,0.19230769230769232,0.32051282051282054,FW,
Jørgen Strand Larsen,no NOR,FW,Crystal Palace,25,2000,14,12,903,10.0,3,0,3,3,0,0,2,0,0.3,0.0,0.3,0.3,0.3,f553b2b3,10.0,3,23,7,30.4,2.3,0.7,0.13,0.43,0,0,f553b2b3,10.0,,,,,,,,,,,,,,,0,,,,,,f553b2b3,10.0,,,,,,,,,,,,,,,,,,,,,f553b2b3,10.0,,0,,,,,,,,,,,1,,,,f553b2b3,Jørgen Strand Larsen__Crystal Palace,0.3,0.0,0.0,0.1,0.1,FW,
Pascal Struijk,nl NED,DF,Leeds United,25,1999,34,33,2936,32.6,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,f4d296e4,32.6,0,31,5,16.1,0.950920245398773,0.15,0.0,0.0,0,0,f4d296e4,32.6,,,,,,,,,,,,,,,1,,,,,,f4d296e4,32.6,,,,,,,,,,,,,,,,,,,,,f4d296e4,32.6,,22,,,,,,,,,,,32,,,,f4d296e4,Pascal Struijk__Leeds United,0.0,0.03067484662576687,0.6748466257668712,0.9815950920245399,1.656441717791411,DF,
Crysencio Summerville,nl NED,MFFW,West Ham,23,2001,31,29,2470,27.4,5,2,7,5,0,0,6,0,0.18,0.07,0.26,0.18,0.26,df04eb4b,27.4,5,54,15,27.8,1.9708029197080292,0.55,0.09,0.33,0,0,df04eb4b,27.4,,,,,,,,,,,,,,,2,,,,,,df04eb4b,27.4,,,,,,,,,,,,,,,,,,,,,df04eb4b,27.4,,26,,,,,,,,,,,15,,,,df04eb4b,Crysencio Summerville__West Ham,0.18248175182481752,0.07299270072992702,0.9489051094890512,0.5474452554744526,1.4963503649635037,MF,FW
Dominik Szoboszlai,hu HUN,MFDF,Liverpool,24,2000,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.17,0.19,0.36,0.17,0.36,934e1968,35.9,6,71,23,32.4,1.977715877437326,0.64,0.08,0.26,0,1,934e1968,35.9,,,,,,,,,,,,,,,7,,,,,,934e1968,35.9,,,,,,,,,,,,,,,,,,,,,934e1968,35.9,,32,,,,,,,,,,,29,,,,934e1968,Dominik Szoboszlai__Liverpool,0.1671309192200557,0.19498607242339833,0.8913649025069639,0.807799442896936,1.6991643454038998,MF,DF
Chemsdine Talbi,ma MAR,MFFW,Sunderland,20,2005,28,16,1561,17.3,4,1,5,4,0,0,0,0,0.23,0.06,0.29,0.23,0.29,47ce793b,17.3,4,25,10,40.0,1.445086705202312,0.58,0.16,0.4,0,0,47ce793b,17.3,,,,,,,,,,,,,,,1,,,,,,47ce793b,17.3,,,,,,,,,,,,,,,,,,,,,47ce793b,17.3,,6,,,,,,,,,,,3,,,,47ce793b,Chemsdine Talbi__Sunderland,0.23121387283236994,0.057803468208092484,0.3468208092485549,0.17341040462427745,0.5202312138728323,MF,FW
Ao Tanaka,jp JPN,MF,Leeds United,26,1998,28,14,1315,14.6,2,0,2,2,0,0,1,0,0.14,0.0,0.14,0.14,0.14,1d36d6b6,14.6,2,17,5,29.4,1.1643835616438356,0.34,0.12,0.4,0,0,1d36d6b6,14.6,,,,,,,,,,,,,,,0,,,,,,1d36d6b6,14.6,,,,,,,,,,,,,,,,,,,,,1d36d6b6,14.6,,15,,,,,,,,,,,21,,,,1d36d6b6,Ao Tanaka__Leeds United,0.136986301369863,0.0,1.0273972602739727,1.4383561643835616,2.4657534246575343,MF,
James Tarkowski,eng ENG,DF,Everton,32,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14,15ea812b,37.0,2,20,10,50.0,0.5405405405405406,0.27,0.1,0.2,0,0,15ea812b,37.0,,,,,,,,,,,,,,,3,,,,,,15ea812b,37.0,,,,,,,,,,,,,,,,,,,,,15ea812b,37.0,,30,,,,,,,,,,,29,,,,15ea812b,James Tarkowski__Everton,0.05405405405405406,0.08108108108108109,0.8108108108108109,0.7837837837837838,1.5945945945945945,DF,
Marcus Tavernier,eng ENG,MF,Bournemouth,26,1999,34,31,2731,30.3,7,4,11,5,2,2,6,0,0.23,0.13,0.36,0.16,0.3,5c0da4a4,30.3,7,70,24,34.3,2.31023102310231,0.79,0.1,0.29,2,2,5c0da4a4,30.3,,,,,,,,,,,,,,,4,,,,,,5c0da4a4,30.3,,,,,,,,,,,,,,,,,,,,,5c0da4a4,30.3,,21,,,,,,,,,,,16,,,,5c0da4a4,Marcus Tavernier__Bournemouth,0.23102310231023102,0.132013201320132,0.693069306930693,0.528052805280528,1.221122112211221,MF,
Loum Tchaouna,fr FRA,MFFW,Burnley,21,2003,29,14,1272,14.1,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,a3c8b4d3,14.1,2,23,9,39.1,1.6312056737588654,0.64,0.09,0.22,0,0,a3c8b4d3,14.1,,,,,,,,,,,,,,,1,,,,,,a3c8b4d3,14.1,,,,,,,,,,,,,,,,,,,,,a3c8b4d3,14.1,,9,,,,,,,,,,,2,,,,a3c8b4d3,Loum Tchaouna__Burnley,0.14184397163120568,0.07092198581560284,0.6382978723404256,0.14184397163120568,0.7801418439716312,MF,FW
Jackson Tchatchoua,cm CMR,MFDF,Wolves,23,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,aeca7743,20.5,0,3,1,33.3,0.14634146341463414,0.05,0.0,0.0,0,0,aeca7743,20.5,,,,,,,,,,,,,,,1,,,,,,aeca7743,20.5,,,,,,,,,,,,,,,,,,,,,aeca7743,20.5,,15,,,,,,,,,,,14,,,,aeca7743,Jackson Tchatchoua__Wolves,0.0,0.04878048780487805,0.7317073170731707,0.6829268292682927,1.4146341463414633,MF,DF
Mathys Tel,fr FRA,MFFW,Tottenham,20,2005,31,13,1349,15.0,4,1,5,4,0,0,1,0,0.27,0.07,0.33,0.27,0.33,829aa60c,15.0,4,35,8,22.9,2.3333333333333335,0.53,0.11,0.5,0,0,829aa60c,15.0,,,,,,,,,,,,,,,1,,,,,,829aa60c,15.0,,,,,,,,,,,,,,,,,,,,,829aa60c,15.0,,12,,,,,,,,,,,5,,,,829aa60c,Mathys Tel__Tottenham,0.26666666666666666,0.06666666666666667,0.8,0.3333333333333333,1.1333333333333333,MF,FW
Kenny Tete,nl NED,DF,Fulham,29,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,77d7c96f,19.9,1,16,3,18.8,0.8040201005025126,0.15,0.06,0.33,0,0,77d7c96f,19.9,,,,,,,,,,,,,,,0,,,,,,77d7c96f,19.9,,,,,,,,,,,,,,,,,,,,,77d7c96f,19.9,,38,,,,,,,,,,,26,,,,77d7c96f,Kenny Tete__Fulham,0.05025125628140704,0.0,1.9095477386934674,1.306532663316583,3.2160804020100504,DF,
Igor Thiago,br BRA,FW,Brentford,24,2001,38,37,3282,36.5,22,1,23,14,8,9,7,0,0.6,0.03,0.63,0.38,0.41,dc45ac24,36.5,22,84,43,51.2,2.3013698630136985,1.18,0.26,0.51,8,9,dc45ac24,36.5,,,,,,,,,,,,,,,1,,,,,,dc45ac24,36.5,,,,,,,,,,,,,,,,,,,,,dc45ac24,36.5,,21,,,,,,,,,,,12,,,,dc45ac24,Igor Thiago__Brentford,0.6027397260273972,0.0273972602739726,0.5753424657534246,0.3287671232876712,0.9041095890410958,FW,
Malick Thiaw,de GER,DF,Newcastle,23,2001,35,33,2965,32.9,4,0,4,4,0,0,4,0,0.12,0.0,0.12,0.12,0.12,ff5ea0bf,32.9,4,28,14,50.0,0.851063829787234,0.42,0.14,0.29,0,0,ff5ea0bf,32.9,,,,,,,,,,,,,,,0,,,,,,ff5ea0bf,32.9,,,,,,,,,,,,,,,,,,,,,ff5ea0bf,32.9,,34,,,,,,,,,,,30,,,,ff5ea0bf,Malick Thiaw__Newcastle,0.12158054711246201,0.0,1.033434650455927,0.9118541033434651,1.9452887537993921,DF,
Youri Tielemans,be BEL,MF,Aston Villa,28,1997,25,21,1862,20.7,0,4,4,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,56f7a928,20.7,0,24,7,29.2,1.1594202898550725,0.34,0.0,0.0,0,0,56f7a928,20.7,,,,,,,,,,,,,,,4,,,,,,56f7a928,20.7,,,,,,,,,,,,,,,,,,,,,56f7a928,20.7,,39,,,,,,,,,,,16,,,,56f7a928,Youri Tielemans__Aston Villa,0.0,0.1932367149758454,1.884057971014493,0.7729468599033816,2.6570048309178746,MF,
Jurriën Timber,nl NED,DF,Arsenal,24,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.11,0.18,0.29,0.11,0.29,41034650,27.3,3,25,7,28.0,0.9157509157509157,0.26,0.12,0.43,0,0,41034650,27.3,,,,,,,,,,,,,,,5,,,,,,41034650,27.3,,,,,,,,,,,,,,,,,,,,,41034650,27.3,,35,,,,,,,,,,,24,,,,41034650,Jurriën Timber__Arsenal,0.10989010989010989,0.18315018315018314,1.282051282051282,0.8791208791208791,2.161172161172161,DF,
Jean-Clair Todibo,fr FRA,DF,West Ham,25,1999,23,22,1814,20.2,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05,88f130ed,20.2,0,2,0,0.0,0.09900990099009901,0.0,0.0,0.0,0,0,88f130ed,20.2,,,,,,,,,,,,,,,1,,,,,,88f130ed,20.2,,,,,,,,,,,,,,,,,,,,,88f130ed,20.2,,24,,,,,,,,,,,16,,,,88f130ed,Jean-Clair Todibo__West Ham,0.0,0.04950495049504951,1.188118811881188,0.7920792079207921,1.9801980198019802,DF,
Sandro Tonali,it ITA,MF,Newcastle,25,2000,35,31,2534,28.2,0,2,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0db169ae,28.2,0,37,8,21.6,1.3120567375886525,0.28,0.0,0.0,0,0,0db169ae,28.2,,,,,,,,,,,,,,,2,,,,,,0db169ae,28.2,,,,,,,,,,,,,,,,,,,,,0db169ae,28.2,,25,,,,,,,,,,,28,,,,0db169ae,Sandro Tonali__Newcastle,0.0,0.07092198581560284,0.8865248226950355,0.9929078014184397,1.8794326241134751,MF,
Pau Torres,es ESP,DF,Aston Villa,28,1997,21,18,1676,18.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,532e1e4f,18.6,0,9,1,11.1,0.48387096774193544,0.05,0.0,0.0,0,0,532e1e4f,18.6,,,,,,,,,,,,,,,0,,,,,,532e1e4f,18.6,,,,,,,,,,,,,,,,,,,,,532e1e4f,18.6,,14,,,,,,,,,,,11,,,,532e1e4f,Pau Torres__Aston Villa,0.0,0.0,0.7526881720430108,0.5913978494623655,1.3440860215053763,DF,
Bertrand Traoré,bf BFA,MFFW,Sunderland,29,1995,12,9,632,7.0,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,c47541e0,7.0,1,12,6,50.0,1.7142857142857142,0.85,0.08,0.17,0,0,c47541e0,7.0,,,,,,,,,,,,,,,0,,,,,,c47541e0,7.0,,,,,,,,,,,,,,,,,,,,,c47541e0,7.0,,4,,,,,,,,,,,2,,,,c47541e0,Bertrand Traoré__Sunderland,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.8571428571428571,MF,FW
Kieran Trippier,eng ENG,DF,Newcastle,34,1990,21,18,1586,17.6,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,21512407,17.6,0,2,0,0.0,0.11363636363636363,0.0,0.0,0.0,0,0,21512407,17.6,,,,,,,,,,,,,,,1,,,,,,21512407,17.6,,,,,,,,,,,,,,,,,,,,,21512407,17.6,,13,,,,,,,,,,,7,,,,21512407,Kieran Trippier__Newcastle,0.0,0.056818181818181816,0.7386363636363635,0.3977272727272727,1.1363636363636362,DF,
Leandro Trossard,be BEL,FWMF,Arsenal,30,1994,31,21,2000,22.2,6,6,12,6,0,0,2,0,0.27,0.27,0.54,0.27,0.54,38ceb24a,22.2,6,53,15,28.3,2.3873873873873874,0.68,0.11,0.4,0,0,38ceb24a,22.2,,,,,,,,,,,,,,,6,,,,,,38ceb24a,22.2,,,,,,,,,,,,,,,,,,,,,38ceb24a,22.2,,15,,,,,,,,,,,9,,,,38ceb24a,Leandro Trossard__Arsenal,0.2702702702702703,0.2702702702702703,0.6756756756756757,0.40540540540540543,1.0810810810810811,FW,MF
Adrien Truffert,fr FRA,DF,Bournemouth,23,2001,38,38,3379,37.5,1,5,6,1,0,0,5,0,0.03,0.13,0.16,0.03,0.16,5d0e0a1f,37.5,1,16,6,37.5,0.4266666666666667,0.16,0.06,0.17,0,0,5d0e0a1f,37.5,,,,,,,,,,,,,,,5,,,,,,5d0e0a1f,37.5,,,,,,,,,,,,,,,,,,,,,5d0e0a1f,37.5,,51,,,,,,,,,,,43,,,,5d0e0a1f,Adrien Truffert__Bournemouth,0.02666666666666667,0.13333333333333333,1.36,1.1466666666666667,2.506666666666667,DF,
Axel Tuanzebe,cd COD,DF,Burnley,27,1997,14,14,1201,13.3,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,2baec6ce,13.3,1,2,1,50.0,0.15037593984962405,0.07,0.5,1.0,0,0,2baec6ce,13.3,,,,,,,,,,,,,,,0,,,,,,2baec6ce,13.3,,,,,,,,,,,,,,,,,,,,,2baec6ce,13.3,,8,,,,,,,,,,,12,,,,2baec6ce,Axel Tuanzebe__Burnley,0.07518796992481203,0.0,0.6015037593984962,0.9022556390977443,1.5037593984962405,DF,
Destiny Udogie,it ITA,DFMF,Tottenham,22,2002,20,14,1338,14.9,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,7cd520e8,14.9,0,4,1,25.0,0.2684563758389262,0.07,0.0,0.0,0,0,7cd520e8,14.9,,,,,,,,,,,,,,,1,,,,,,7cd520e8,14.9,,,,,,,,,,,,,,,,,,,,,7cd520e8,14.9,,20,,,,,,,,,,,7,,,,7cd520e8,Destiny Udogie__Tottenham,0.0,0.06711409395973154,1.342281879194631,0.4697986577181208,1.8120805369127517,DF,MF
Manuel Ugarte,uy URU,MF,Manchester Utd,24,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c9817014,9.9,0,13,1,7.7,1.3131313131313131,0.1,0.0,0.0,0,0,c9817014,9.9,,,,,,,,,,,,,,,0,,,,,,c9817014,9.9,,,,,,,,,,,,,,,,,,,,,c9817014,9.9,,30,,,,,,,,,,,20,,,,c9817014,Manuel Ugarte__Manchester Utd,0.0,0.0,3.0303030303030303,2.0202020202020203,5.05050505050505,MF,
