Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id,Gls/90,Ast/90,TklW/90,Int/90,TklWInt/90,primary_pos,secondary_pos
Rico Henry,jm JAM,DF,Brentford,28,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,8a3c1dc7,14.8,0,5,0,0.0,0.33783783783783783,0.0,0.0,0.0,0,0,8a3c1dc7,14.8,,,,,,,,,,,,,,,1,,,,,,8a3c1dc7,14.8,,,,,,,,,,,,,,,,,,,,,8a3c1dc7,14.8,,11,,,,,,,,,,,7,,,,8a3c1dc7,Rico Henry__Brentford,0.0,0.06756756756756756,0.7432432432432432,0.47297297297297297,1.2162162162162162,DF,
Aaron Hickey,sct SCO,DFMF,Brentford,23,2002,21,8,691,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1780bb4a,7.7,0,6,1,16.7,0.7792207792207793,0.13,0.0,0.0,0,0,1780bb4a,7.7,,,,,,,,,,,,,,,0,,,,,,1780bb4a,7.7,,,,,,,,,,,,,,,,,,,,,1780bb4a,7.7,,7,,,,,,,,,,,8,,,,1780bb4a,Aaron Hickey__Brentford,0.0,0.0,0.9090909090909091,1.0389610389610389,1.948051948051948,DF,MF
James Hill,eng ENG,DF,Bournemouth,23,2002,29,22,2106,23.4,0,3,3,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13,69942fb3,23.4,0,12,2,16.7,0.5128205128205129,0.09,0.0,0.0,0,0,69942fb3,23.4,,,,,,,,,,,,,,,3,,,,,,69942fb3,23.4,,,,,,,,,,,,,,,,,,,,,69942fb3,23.4,,20,,,,,,,,,,,37,,,,69942fb3,James Hill__Bournemouth,0.0,0.12820512820512822,0.8547008547008548,1.5811965811965814,2.435897435897436,DF,
Piero Hincapié,ec ECU,DF,Arsenal,23,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.05,0.1,0.15,0.05,0.15,0c7a48f8,19.9,1,3,2,66.7,0.15075376884422112,0.1,0.33,0.5,0,0,0c7a48f8,19.9,,,,,,,,,,,,,,,2,,,,,,0c7a48f8,19.9,,,,,,,,,,,,,,,,,,,,,0c7a48f8,19.9,,26,,,,,,,,,,,26,,,,0c7a48f8,Piero Hincapié__Arsenal,0.05025125628140704,0.10050251256281408,1.306532663316583,1.306532663316583,2.613065326633166,DF,
Jack Hinshelwood,eng ENG,MF,Brighton,20,2005,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.21,0.16,0.36,0.21,0.36,e98211e7,19.3,4,37,15,40.5,1.9170984455958548,0.78,0.11,0.27,0,0,e98211e7,19.3,,,,,,,,,,,,,,,3,,,,,,e98211e7,19.3,,,,,,,,,,,,,,,,,,,,,e98211e7,19.3,,13,,,,,,,,,,,6,,,,e98211e7,Jack Hinshelwood__Brighton,0.20725388601036268,0.15544041450777202,0.6735751295336787,0.31088082901554404,0.9844559585492227,MF,
Callum Hudson-Odoi,eng ENG,MF,Nottingham,24,2000,30,21,1841,20.5,3,4,7,3,0,0,0,0,0.15,0.2,0.34,0.15,0.34,15f3ec41,20.5,3,30,10,33.3,1.4634146341463414,0.49,0.1,0.3,0,0,15f3ec41,20.5,,,,,,,,,,,,,,,4,,,,,,15f3ec41,20.5,,,,,,,,,,,,,,,,,,,,,15f3ec41,20.5,,7,,,,,,,,,,,8,,,,15f3ec41,Callum Hudson-Odoi__Nottingham,0.14634146341463414,0.1951219512195122,0.34146341463414637,0.3902439024390244,0.7317073170731707,MF,
Will Hughes,eng ENG,MF,Crystal Palace,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,a0666d3e,17.5,0,17,0,0.0,0.9714285714285714,0.0,0.0,0.0,0,0,a0666d3e,17.5,,,,,,,,,,,,,,,0,,,,,,a0666d3e,17.5,,,,,,,,,,,,,,,,,,,,,a0666d3e,17.5,,16,,,,,,,,,,,15,,,,a0666d3e,Will Hughes__Crystal Palace,0.0,0.0,0.9142857142857143,0.8571428571428571,1.7714285714285714,MF,
Trai Hume,nir NIR,DFMF,Sunderland,23,2002,38,34,3036,33.7,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,4fa3a3a4,33.7,2,34,7,20.6,1.0089020771513353,0.21,0.06,0.29,0,0,4fa3a3a4,33.7,,,,,,,,,,,,,,,1,,,,,,4fa3a3a4,33.7,,,,,,,,,,,,,,,,,,,,,4fa3a3a4,33.7,,46,,,,,,,,,,,25,,,,4fa3a3a4,Trai Hume__Sunderland,0.05934718100890207,0.029673590504451036,1.3649851632047476,0.7418397626112759,2.1068249258160234,DF,MF
Bashir Humphreys,eng ENG,DFMF,Burnley,22,2003,20,17,1578,17.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,d2b32e91,17.5,0,9,3,33.3,0.5142857142857142,0.17,0.0,0.0,0,0,d2b32e91,17.5,,,,,,,,,,,,,,,0,,,,,,d2b32e91,17.5,,,,,,,,,,,,,,,,,,,,,d2b32e91,17.5,,17,,,,,,,,,,,11,,,,d2b32e91,Bashir Humphreys__Burnley,0.0,0.0,0.9714285714285714,0.6285714285714286,1.6,DF,MF
Omari Hutchinson,eng ENG,MF,Nottingham,21,2003,31,17,1688,18.8,1,5,6,1,0,0,1,0,0.05,0.27,0.32,0.05,0.32,bd9553e6,18.8,1,25,11,44.0,1.3297872340425532,0.59,0.04,0.09,0,0,bd9553e6,18.8,,,,,,,,,,,,,,,5,,,,,,bd9553e6,18.8,,,,,,,,,,,,,,,,,,,,,bd9553e6,18.8,,11,,,,,,,,,,,11,,,,bd9553e6,Omari Hutchinson__Nottingham,0.05319148936170213,0.26595744680851063,0.5851063829787234,0.5851063829787234,1.1702127659574468,MF,
Tim Iroegbunam,eng ENG,MF,Everton,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12,84c5ceea,16.5,0,12,1,8.3,0.7272727272727273,0.06,0.0,0.0,0,0,84c5ceea,16.5,,,,,,,,,,,,,,,2,,,,,,84c5ceea,16.5,,,,,,,,,,,,,,,,,,,,,84c5ceea,16.5,,44,,,,,,,,,,,22,,,,84c5ceea,Tim Iroegbunam__Everton,0.0,0.12121212121212122,2.6666666666666665,1.3333333333333333,4.0,MF,
Alexander Isak,se SWE,FW,Liverpool,25,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,8e92be30,7.8,3,17,6,35.3,2.1794871794871797,0.77,0.18,0.5,0,0,8e92be30,7.8,,,,,,,,,,,,,,,1,,,,,,8e92be30,7.8,,,,,,,,,,,,,,,,,,,,,8e92be30,7.8,,6,,,,,,,,,,,0,,,,8e92be30,Alexander Isak__Liverpool,0.38461538461538464,0.12820512820512822,0.7692307692307693,0.0,0.7692307692307693,FW,
Wilson Isidor,ht HAI,FW,Sunderland,24,2000,32,11,1165,12.9,6,0,6,6,0,0,1,0,0.46,0.0,0.46,0.46,0.46,a671316d,12.9,6,43,17,39.5,3.333333333333333,1.31,0.14,0.35,0,0,a671316d,12.9,,,,,,,,,,,,,,,0,,,,,,a671316d,12.9,,,,,,,,,,,,,,,,,,,,,a671316d,12.9,,8,,,,,,,,,,,2,,,,a671316d,Wilson Isidor__Sunderland,0.46511627906976744,0.0,0.6201550387596899,0.15503875968992248,0.7751937984496123,FW,
Alex Iwobi,ng NGA,MF,Fulham,29,1996,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.15,0.11,0.26,0.15,0.26,6ca5ec4b,26.9,4,39,15,38.5,1.449814126394052,0.56,0.1,0.27,0,0,6ca5ec4b,26.9,,,,,,,,,,,,,,,3,,,,,,6ca5ec4b,26.9,,,,,,,,,,,,,,,,,,,,,6ca5ec4b,26.9,,18,,,,,,,,,,,15,,,,6ca5ec4b,Alex Iwobi__Fulham,0.14869888475836432,0.11152416356877325,0.6691449814126395,0.5576208178438662,1.2267657992565058,MF,
Reece James,eng ENG,DFMF,Chelsea,25,1999,29,20,1963,21.8,2,4,6,2,0,0,4,0,0.09,0.18,0.28,0.09,0.28,1265a93a,21.8,2,22,7,31.8,1.0091743119266054,0.32,0.09,0.29,0,0,1265a93a,21.8,,,,,,,,,,,,,,,4,,,,,,1265a93a,21.8,,,,,,,,,,,,,,,,,,,,,1265a93a,21.8,,33,,,,,,,,,,,32,,,,1265a93a,Reece James__Chelsea,0.09174311926605504,0.18348623853211007,1.5137614678899083,1.4678899082568806,2.981651376146789,DF,MF
Vitaly Janelt,de GER,MF,Brentford,27,1998,25,15,1443,16.0,1,4,5,1,0,0,8,0,0.06,0.25,0.31,0.06,0.31,8449d35e,16.0,1,12,3,25.0,0.75,0.19,0.08,0.33,0,0,8449d35e,16.0,,,,,,,,,,,,,,,4,,,,,,8449d35e,16.0,,,,,,,,,,,,,,,,,,,,,8449d35e,16.0,,17,,,,,,,,,,,27,,,,8449d35e,Vitaly Janelt__Brentford,0.0625,0.25,1.0625,1.6875,2.75,MF,
Mathias Jensen,dk DEN,MF,Brentford,29,1996,36,26,2247,25.0,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,0f134faf,25.0,3,29,8,27.6,1.16,0.32,0.1,0.38,0,0,0f134faf,25.0,,,,,,,,,,,,,,,1,,,,,,0f134faf,25.0,,,,,,,,,,,,,,,,,,,,,0f134faf,25.0,,23,,,,,,,,,,,21,,,,0f134faf,Mathias Jensen__Brentford,0.12,0.04,0.92,0.84,1.76,MF,
Igor Jesus,br BRA,FW,Nottingham,24,2001,37,28,2298,25.5,6,4,10,5,1,1,2,0,0.23,0.16,0.39,0.2,0.35,dbe24cce,25.5,6,70,21,30.0,2.7450980392156863,0.82,0.09,0.29,1,1,dbe24cce,25.5,,,,,,,,,,,,,,,4,,,,,,dbe24cce,25.5,,,,,,,,,,,,,,,,,,,,,dbe24cce,25.5,,16,,,,,,,,,,,2,,,,dbe24cce,Igor Jesus__Nottingham,0.23529411764705882,0.1568627450980392,0.6274509803921569,0.0784313725490196,0.7058823529411765,FW,
Álex Jiménez,es ESP,DFMF,Bournemouth,20,2005,31,26,2317,25.7,1,0,1,1,0,0,10,0,0.04,0.0,0.04,0.04,0.04,faa13947,25.7,1,21,4,19.0,0.8171206225680934,0.16,0.05,0.25,0,0,faa13947,25.7,,,,,,,,,,,,,,,0,,,,,,faa13947,25.7,,,,,,,,,,,,,,,,,,,,,faa13947,25.7,,45,,,,,,,,,,,27,,,,faa13947,Álex Jiménez__Bournemouth,0.038910505836575876,0.0,1.7509727626459144,1.0505836575875487,2.8015564202334633,DF,MF
Raúl Jiménez,mx MEX,FW,Fulham,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.37,0.12,0.49,0.21,0.33,b561db50,24.3,9,73,18,24.7,3.0041152263374484,0.74,0.12,0.5,4,4,b561db50,24.3,,,,,,,,,,,,,,,3,,,,,,b561db50,24.3,,,,,,,,,,,,,,,,,,,,,b561db50,24.3,,20,,,,,,,,,,,7,,,,b561db50,Raúl Jiménez__Fulham,0.37037037037037035,0.12345679012345678,0.823045267489712,0.28806584362139914,1.1111111111111112,FW,
João Pedro,br BRA,FWMF,Chelsea,23,2001,35,31,2661,29.6,15,5,20,15,0,0,5,0,0.51,0.17,0.68,0.51,0.68,e8832875,29.6,15,73,28,38.4,2.4662162162162162,0.95,0.21,0.54,0,0,e8832875,29.6,,,,,,,,,,,,,,,5,,,,,,e8832875,29.6,,,,,,,,,,,,,,,,,,,,,e8832875,29.6,,17,,,,,,,,,,,6,,,,e8832875,João Pedro__Chelsea,0.5067567567567567,0.16891891891891891,0.5743243243243243,0.2027027027027027,0.777027027027027,FW,MF
Joelinton,br BRA,MF,Newcastle,28,1996,27,23,1951,21.7,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,c17bfb65,21.7,2,32,11,34.4,1.4746543778801844,0.51,0.06,0.18,0,0,c17bfb65,21.7,,,,,,,,,,,,,,,1,,,,,,c17bfb65,21.7,,,,,,,,,,,,,,,,,,,,,c17bfb65,21.7,,23,,,,,,,,,,,28,,,,c17bfb65,Joelinton__Newcastle,0.09216589861751152,0.04608294930875576,1.0599078341013826,1.2903225806451613,2.350230414746544,MF,
Brennan Johnson,wls WAL,MFFW,Tottenham,24,2001,16,6,610,6.8,2,0,2,2,0,0,2,0,0.3,0.0,0.3,0.3,0.3,0cd31129,6.8,2,6,2,33.3,0.8823529411764706,0.3,0.33,1.0,0,0,0cd31129,6.8,,,,,,,,,,,,,,,0,,,,,,0cd31129,6.8,,,,,,,,,,,,,,,,,,,,,0cd31129,6.8,,9,,,,,,,,,,,2,,,,0cd31129,Brennan Johnson__Tottenham,0.29411764705882354,0.0,1.3235294117647058,0.29411764705882354,1.6176470588235294,MF,FW
Brennan Johnson,wls WAL,MFFW,Crystal Palace,24,2001,18,13,1112,12.4,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0cd31129,12.4,0,17,3,17.6,1.3709677419354838,0.24,0.0,0.0,0,0,0cd31129,12.4,,,,,,,,,,,,,,,1,,,,,,0cd31129,12.4,,,,,,,,,,,,,,,,,,,,,0cd31129,12.4,,7,,,,,,,,,,,2,,,,0cd31129,Brennan Johnson__Crystal Palace,0.0,0.08064516129032258,0.564516129032258,0.16129032258064516,0.7258064516129032,MF,FW
Curtis Jones,eng ENG,MFDF,Liverpool,24,2001,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,4fb9c88f,21.5,1,22,7,31.8,1.0232558139534884,0.33,0.05,0.14,0,0,4fb9c88f,21.5,,,,,,,,,,,,,,,2,,,,,,4fb9c88f,21.5,,,,,,,,,,,,,,,,,,,,,4fb9c88f,21.5,,23,,,,,,,,,,,18,,,,4fb9c88f,Curtis Jones__Liverpool,0.046511627906976744,0.09302325581395349,1.069767441860465,0.8372093023255814,1.9069767441860466,MF,DF
Eli Junior Kroupi,fr FRA,MFFW,Bournemouth,19,2006,33,21,1672,18.6,13,0,13,11,2,2,5,0,0.7,0.0,0.7,0.59,0.59,b2fe86e5,18.6,13,52,22,42.3,2.7956989247311825,1.18,0.25,0.59,2,2,b2fe86e5,18.6,,,,,,,,,,,,,,,0,,,,,,b2fe86e5,18.6,,,,,,,,,,,,,,,,,,,,,b2fe86e5,18.6,,6,,,,,,,,,,,9,,,,b2fe86e5,Eli Junior Kroupi__Bournemouth,0.6989247311827956,0.0,0.3225806451612903,0.48387096774193544,0.8064516129032258,MF,FW
James Justin,eng ENG,DFMF,Leeds United,27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,fb614c44,21.1,2,24,6,25.0,1.1374407582938388,0.28,0.08,0.33,0,0,fb614c44,21.1,,,,,,,,,,,,,,,1,,,,,,fb614c44,21.1,,,,,,,,,,,,,,,,,,,,,fb614c44,21.1,,38,,,,,,,,,,,26,,,,fb614c44,James Justin__Leeds United,0.0947867298578199,0.04739336492890995,1.8009478672985781,1.2322274881516586,3.0331753554502368,DF,MF
Ferdi Kadioglu,tr TUR,DFMF,Brighton,25,1999,37,34,3133,34.8,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03,66c52a77,34.8,1,28,13,46.4,0.8045977011494253,0.37,0.04,0.08,0,0,66c52a77,34.8,,,,,,,,,,,,,,,0,,,,,,66c52a77,34.8,,,,,,,,,,,,,,,,,,,,,66c52a77,34.8,,39,,,,,,,,,,,25,,,,66c52a77,Ferdi Kadioglu__Brighton,0.02873563218390805,0.0,1.120689655172414,0.7183908045977012,1.8390804597701151,DF,MF
Daichi Kamada,jp JPN,MF,Crystal Palace,28,1996,28,22,1902,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,15b287da,21.1,0,19,4,21.1,0.9004739336492891,0.19,0.0,0.0,0,0,15b287da,21.1,,,,,,,,,,,,,,,0,,,,,,15b287da,21.1,,,,,,,,,,,,,,,,,,,,,15b287da,21.1,,35,,,,,,,,,,,14,,,,15b287da,Daichi Kamada__Crystal Palace,0.0,0.0,1.6587677725118481,0.6635071090047393,2.3222748815165875,MF,
Boubacar Kamara,fr FRA,MF,Aston Villa,25,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26,cc77354e,15.7,1,7,4,57.1,0.445859872611465,0.26,0.14,0.25,0,0,cc77354e,15.7,,,,,,,,,,,,,,,3,,,,,,cc77354e,15.7,,,,,,,,,,,,,,,,,,,,,cc77354e,15.7,,16,,,,,,,,,,,15,,,,cc77354e,Boubacar Kamara__Aston Villa,0.06369426751592357,0.1910828025477707,1.019108280254777,0.9554140127388535,1.9745222929936306,MF,
Michael Kayode,it ITA,DF,Brentford,21,2004,37,37,3258,36.2,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,e19660a8,36.2,1,9,3,33.3,0.24861878453038672,0.08,0.11,0.33,0,0,e19660a8,36.2,,,,,,,,,,,,,,,1,,,,,,e19660a8,36.2,,,,,,,,,,,,,,,,,,,,,e19660a8,36.2,,47,,,,,,,,,,,39,,,,e19660a8,Michael Kayode__Brentford,0.027624309392265192,0.027624309392265192,1.298342541436464,1.0773480662983426,2.3756906077348066,DF,
Michael Keane,eng ENG,DF,Everton,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14,c5b7c315,28.8,3,27,7,25.9,0.9375,0.24,0.11,0.43,0,0,c5b7c315,28.8,,,,,,,,,,,,,,,1,,,,,,c5b7c315,28.8,,,,,,,,,,,,,,,,,,,,,c5b7c315,28.8,,24,,,,,,,,,,,37,,,,c5b7c315,Michael Keane__Everton,0.10416666666666666,0.034722222222222224,0.8333333333333333,1.284722222222222,2.1180555555555554,DF,
Milos Kerkez,hu HUN,DF,Liverpool,21,2003,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,0ad53bdc,25.1,2,9,2,22.2,0.3585657370517928,0.08,0.22,1.0,0,0,0ad53bdc,25.1,,,,,,,,,,,,,,,1,,,,,,0ad53bdc,25.1,,,,,,,,,,,,,,,,,,,,,0ad53bdc,25.1,,26,,,,,,,,,,,15,,,,0ad53bdc,Milos Kerkez__Liverpool,0.0796812749003984,0.0398406374501992,1.0358565737051793,0.597609561752988,1.6334661354581672,DF,
Kevin,br BRA,MF,Fulham,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,93508980,11.6,1,25,10,40.0,2.1551724137931036,0.86,0.04,0.1,0,0,93508980,11.6,,,,,,,,,,,,,,,1,,,,,,93508980,11.6,,,,,,,,,,,,,,,,,,,,,93508980,11.6,,10,,,,,,,,,,,9,,,,93508980,Kevin__Fulham,0.08620689655172414,0.08620689655172414,0.8620689655172414,0.7758620689655172,1.6379310344827587,MF,
Abdukodir Khusanov,uz UZB,DF,Manchester City,21,2004,21,15,1432,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,d17ce930,15.9,0,7,1,14.3,0.44025157232704404,0.06,0.0,0.0,0,0,d17ce930,15.9,,,,,,,,,,,,,,,0,,,,,,d17ce930,15.9,,,,,,,,,,,,,,,,,,,,,d17ce930,15.9,,20,,,,,,,,,,,29,,,,d17ce930,Abdukodir Khusanov__Manchester City,0.0,0.0,1.2578616352201257,1.8238993710691824,3.081761006289308,DF,
Max Kilman,eng ENG,DF,West Ham,28,1997,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,d0f72bf1,17.3,0,7,1,14.3,0.40462427745664736,0.06,0.0,0.0,0,0,d0f72bf1,17.3,,,,,,,,,,,,,,,0,,,,,,d0f72bf1,17.3,,,,,,,,,,,,,,,,,,,,,d0f72bf1,17.3,,8,,,,,,,,,,,6,,,,d0f72bf1,Max Kilman__West Ham,0.0,0.0,0.4624277456647399,0.3468208092485549,0.8092485549132947,DF,
Joshua King,eng ENG,MF,Fulham,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,86109b3b,14.5,1,26,11,42.3,1.793103448275862,0.76,0.04,0.09,0,0,86109b3b,14.5,,,,,,,,,,,,,,,2,,,,,,86109b3b,14.5,,,,,,,,,,,,,,,,,,,,,86109b3b,14.5,,12,,,,,,,,,,,3,,,,86109b3b,Joshua King__Fulham,0.06896551724137931,0.13793103448275862,0.8275862068965517,0.20689655172413793,1.0344827586206897,MF,
Justin Kluivert,nl NED,MF,Bournemouth,26,1999,20,10,952,10.6,2,0,2,2,0,0,5,0,0.19,0.0,0.19,0.19,0.19,4c3a6744,10.6,2,17,4,23.5,1.6037735849056605,0.38,0.12,0.5,0,0,4c3a6744,10.6,,,,,,,,,,,,,,,0,,,,,,4c3a6744,10.6,,,,,,,,,,,,,,,,,,,,,4c3a6744,10.6,,7,,,,,,,,,,,4,,,,4c3a6744,Justin Kluivert__Bournemouth,0.18867924528301888,0.0,0.6603773584905661,0.37735849056603776,1.0377358490566038,MF,
Randal Kolo Muani,fr FRA,FWMF,Tottenham,26,1998,30,21,1664,18.5,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,c0b3669f,18.5,1,20,4,20.0,1.0810810810810811,0.22,0.05,0.25,0,0,c0b3669f,18.5,,,,,,,,,,,,,,,1,,,,,,c0b3669f,18.5,,,,,,,,,,,,,,,,,,,,,c0b3669f,18.5,,16,,,,,,,,,,,2,,,,c0b3669f,Randal Kolo Muani__Tottenham,0.05405405405405406,0.05405405405405406,0.8648648648648649,0.10810810810810811,0.972972972972973,FW,MF
Ibrahima Konaté,fr FRA,DF,Liverpool,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,5ed9b537,34.3,1,12,4,33.3,0.34985422740524785,0.12,0.08,0.25,0,0,5ed9b537,34.3,,,,,,,,,,,,,,,0,,,,,,5ed9b537,34.3,,,,,,,,,,,,,,,,,,,,,5ed9b537,34.3,,31,,,,,,,,,,,28,,,,5ed9b537,Ibrahima Konaté__Liverpool,0.02915451895043732,0.0,0.9037900874635569,0.8163265306122449,1.7201166180758019,DF,
Ezri Konsa,eng ENG,DF,Aston Villa,27,1997,34,34,3035,33.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0313a347,33.7,0,11,2,18.2,0.32640949554896137,0.06,0.0,0.0,0,0,0313a347,33.7,,,,,,,,,,,,,,,0,,,,,,0313a347,33.7,,,,,,,,,,,,,,,,,,,,,0313a347,33.7,,8,,,,,,,,,,,22,,,,0313a347,Ezri Konsa__Aston Villa,0.0,0.0,0.2373887240356083,0.6528189910979227,0.890207715133531,DF,
Ladislav Krejčí,cz CZE,DFMF,Wolves,26,1999,28,27,2356,26.2,2,1,3,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,5b5c2228,26.2,2,21,10,47.6,0.8015267175572519,0.38,0.1,0.2,0,0,5b5c2228,26.2,,,,,,,,,,,,,,,1,,,,,,5b5c2228,26.2,,,,,,,,,,,,,,,,,,,,,5b5c2228,26.2,,21,,,,,,,,,,,32,,,,5b5c2228,Ladislav Krejčí__Wolves,0.07633587786259542,0.03816793893129771,0.8015267175572519,1.2213740458015268,2.0229007633587788,DF,MF
Mohammed Kudus,gh GHA,MFFW,Tottenham,24,2000,19,19,1535,17.1,2,5,7,2,0,0,3,0,0.12,0.29,0.41,0.12,0.41,b62878a5,17.1,2,26,9,34.6,1.5204678362573099,0.53,0.08,0.22,0,0,b62878a5,17.1,,,,,,,,,,,,,,,5,,,,,,b62878a5,17.1,,,,,,,,,,,,,,,,,,,,,b62878a5,17.1,,17,,,,,,,,,,,3,,,,b62878a5,Mohammed Kudus__Tottenham,0.11695906432748537,0.29239766081871343,0.9941520467836257,0.17543859649122806,1.1695906432748537,MF,FW
Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09,277c49ed,34.3,1,25,7,28.0,0.728862973760933,0.2,0.04,0.14,0,0,277c49ed,34.3,,,,,,,,,,,,,,,2,,,,,,277c49ed,34.3,,,,,,,,,,,,,,,,,,,,,277c49ed,34.3,,38,,,,,,,,,,,45,,,,277c49ed,Maxence Lacroix__Crystal Palace,0.02915451895043732,0.05830903790087464,1.1078717201166182,1.3119533527696794,2.419825072886298,DF,
Josh Laurent,eng ENG,DFMF,Burnley,30,1995,33,18,1764,19.6,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05,f0068e0f,19.6,1,15,4,26.7,0.7653061224489796,0.2,0.07,0.25,0,0,f0068e0f,19.6,,,,,,,,,,,,,,,0,,,,,,f0068e0f,19.6,,,,,,,,,,,,,,,,,,,,,f0068e0f,19.6,,25,,,,,,,,,,,28,,,,f0068e0f,Josh Laurent__Burnley,0.0510204081632653,0.0,1.2755102040816326,1.4285714285714284,2.704081632653061,DF,MF
Enzo Le Fée,fr FRA,MFFW,Sunderland,25,2000,36,33,2930,32.6,5,6,11,2,3,4,5,0,0.15,0.18,0.34,0.06,0.25,6f806d99,32.6,5,36,12,33.3,1.1042944785276072,0.37,0.14,0.42,3,4,6f806d99,32.6,,,,,,,,,,,,,,,6,,,,,,6f806d99,32.6,,,,,,,,,,,,,,,,,,,,,6f806d99,32.6,,56,,,,,,,,,,,28,,,,6f806d99,Enzo Le Fée__Sunderland,0.15337423312883436,0.18404907975460122,1.7177914110429446,0.8588957055214723,2.576687116564417,MF,FW
Jefferson Lerma,co COL,MFDF,Crystal Palace,30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,9b5ce51a,19.3,0,19,7,36.8,0.9844559585492227,0.36,0.0,0.0,0,0,9b5ce51a,19.3,,,,,,,,,,,,,,,2,,,,,,9b5ce51a,19.3,,,,,,,,,,,,,,,,,,,,,9b5ce51a,19.3,,18,,,,,,,,,,,25,,,,9b5ce51a,Jefferson Lerma__Crystal Palace,0.0,0.10362694300518134,0.9326424870466321,1.2953367875647668,2.227979274611399,MF,DF
