stint_id,Gls/90,Ast/90,Sh/90,SoT%,G/Sh,G/SoT,TklW/90,Int/90,TklWInt/90
Wilson Odobert__Tottenham,0.0,0.18348623853211007,1.926605504587156,38.1,0.0,0.0,0.7339449541284403,0.0,0.7339449541284403
Noah Okafor__Leeds United,0.4624277456647399,0.057803468208092484,2.0231213872832368,42.9,0.23,0.53,0.8670520231213873,0.6936416184971098,1.560693641618497
Amadou Onana__Aston Villa,0.10256410256410256,0.0,0.9743589743589743,36.8,0.11,0.29,1.5384615384615385,0.9743589743589743,2.5128205128205128
William Osula__Newcastle,0.7692307692307693,0.0,2.5274725274725274,52.2,0.3,0.58,0.5494505494505495,0.10989010989010989,0.6593406593406593
Dango Ouattara__Brentford,0.2766798418972332,0.11857707509881422,2.2134387351778657,35.7,0.13,0.35,0.5533596837944664,0.9486166007905138,1.5019762845849802
Pablo__West Ham,0.0,0.10989010989010989,1.3186813186813187,25.0,0.0,0.0,1.5384615384615385,0.5494505494505495,2.087912087912088
João Palhinha__Tottenham,0.20491803278688525,0.0819672131147541,1.3524590163934427,27.3,0.15,0.56,2.5,1.1475409836065575,3.6475409836065578
Cole Palmer__Chelsea,0.4608294930875576,0.04608294930875576,2.9493087557603688,39.1,0.16,0.4,0.5529953917050692,0.599078341013825,1.1520737327188941
Lucas Paquetá__West Ham,0.23809523809523808,0.05952380952380952,1.369047619047619,47.8,0.17,0.36,1.3095238095238095,0.41666666666666663,1.726190476190476
Yéremy Pino__Crystal Palace,0.08658008658008658,0.08658008658008658,1.948051948051948,24.4,0.04,0.18,0.8658008658008658,0.3463203463203463,1.2121212121212122
Pedro Porro__Tottenham,0.03215434083601286,0.06430868167202572,1.0289389067524115,25.0,0.03,0.13,1.607717041800643,0.9967845659163986,2.6045016077170415
Freddie Potts__West Ham,0.0,0.07692307692307693,0.23076923076923078,33.3,0.0,0.0,1.3846153846153846,1.2307692307692308,2.6153846153846154
Jacob Ramsey__Newcastle,0.12422360248447203,0.18633540372670807,0.9937888198757763,25.0,0.13,0.5,1.3043478260869563,0.5590062111801242,1.8633540372670805
Rayan__Bournemouth,0.4065040650406504,0.16260162601626016,2.2764227642276422,28.6,0.18,0.63,0.4878048780487805,0.6504065040650406,1.1382113821138211
Tijjani Reijnders__Manchester City,0.2762430939226519,0.11049723756906077,2.707182320441989,32.7,0.1,0.31,0.22099447513812154,0.6077348066298343,0.8287292817679557
Declan Rice__Arsenal,0.11627906976744186,0.14534883720930233,1.1627906976744187,32.5,0.1,0.31,0.9593023255813954,0.9593023255813954,1.9186046511627908
Chris Richards__Crystal Palace,0.03184713375796178,0.0,0.47770700636942676,13.3,0.07,0.5,1.1146496815286624,1.3694267515923568,2.484076433121019
Richarlison__Tottenham,0.5045871559633027,0.18348623853211007,2.7981651376146788,42.6,0.18,0.42,0.7339449541284403,0.3211009174311926,1.055045871559633
Chris Rigg__Sunderland,0.11764705882352941,0.11764705882352941,1.411764705882353,25.0,0.08,0.33,0.9411764705882353,0.47058823529411764,1.411764705882353
Andy Robertson__Liverpool,0.07633587786259542,0.0,0.7633587786259542,30.0,0.1,0.33,0.7633587786259542,0.5343511450381679,1.297709923664122
Antonee Robinson__Fulham,0.06024096385542168,0.0,0.36144578313253006,16.7,0.17,1.0,1.8674698795180722,1.686746987951807,3.5542168674698793
Joe Rodon__Leeds United,0.06097560975609757,0.0,0.5487804878048781,38.9,0.11,0.29,0.5792682926829269,0.9146341463414634,1.4939024390243905
Rodri__Manchester City,0.05952380952380952,0.0,0.9523809523809523,18.8,0.06,0.33,1.4880952380952381,0.7142857142857143,2.202380952380952
Morgan Rogers__Aston Villa,0.27472527472527475,0.16483516483516483,2.307692307692308,38.1,0.12,0.31,0.6318681318681318,0.35714285714285715,0.989010989010989
Merlin Röhl__Everton,0.13157894736842105,0.0,1.4473684210526316,9.1,0.09,1.0,1.7105263157894737,0.5263157894736842,2.236842105263158
Cristian Romero__Tottenham,0.1923076923076923,0.04807692307692307,0.8173076923076923,35.3,0.24,0.67,1.4423076923076923,1.4903846153846154,2.9326923076923075
